Index,Clinic Name,Dentist Name,Address,Phone,Email,Website,Google Maps URL
344,Dental-Robb Bt.,,Uitz Béla u. 1,+36 30 409 8310,,,https://www.google.com/maps/place/Dental-Robb+Bt./data=!4m7!3m6!1s0x47409ffa03306e7d:0x6e1c8cde3798533f!8m2!3d48.1007774!4d20.7869485!16s%2Fg%2F1td46rdx!19sChIJfW4wA_qfQEcRP1OYN96MHG4?authuser=0&hl=am&rclk=1
345,Fogsor Express,,Soltész Nagy Kálmán u. 34,,,,https://www.google.com/maps/place/Fogsor+Express/data=!4m7!3m6!1s0x4740a002df96e5bb:0x61b6c21f44f34961!8m2!3d48.0990766!4d20.7976584!16s%2Fg%2F1tfpngr3!19sChIJu-WW3wKgQEcRYUnzRB_CtmE?authuser=0&hl=am&rclk=1
346,Excellence Dental Care Kft. Miskolc,,Régiposta u. 1,+36 48 821 820,,,https://www.google.com/maps/place/Excellence+Dental+Care+Kft.+Miskolc/data=!4m7!3m6!1s0x47409f3149d5f317:0xdbb07ea39f012e63!8m2!3d48.1044714!4d20.7859474!16s%2Fg%2F11k9n_rnp0!19sChIJF_PVSTGfQEcRYy4Bn6N-sNs?authuser=0&hl=am&rclk=1
347,Fogszabályozás Miskolcon,,Gyori kapu 148-A fsz,+36 20 350 6825,,,https://www.google.com/maps/place/Fogszab%C3%A1lyoz%C3%A1s+Miskolcon/data=!4m7!3m6!1s0x47409fec30599857:0x48293a0bb8a1398d!8m2!3d48.1051495!4d20.7704546!16s%2Fg%2F11f6k53pqm!19sChIJV5hZMOyfQEcRjTmhuAs6KUg?authuser=0&hl=am&rclk=1
348,Dr. Komlóssy Attila - Fogorvos,,?,,,,https://www.google.com/maps/place/Dr.+Koml%C3%B3ssy+Attila+-+Fogorvos/data=!4m7!3m6!1s0x47409ffa67f29537:0x969360c42f7deeed!8m2!3d48.1013645!4d20.7852697!16s%2Fg%2F1tlbhbdf!19sChIJN5XyZ_qfQEcR7e59L8Rgk5Y?authuser=0&hl=am&rclk=1
349,Fogászat,,Kazinczy Ferenc u. 4,Kazinczy Ferenc u. 4,,,https://www.google.com/maps/place/Fog%C3%A1szat/data=!4m7!3m6!1s0x47409ffb079fc1b1:0x707b5d98a2897b74!8m2!3d48.1033331!4d20.7855347!16s%2Fg%2F11b6jgxr74!19sChIJscGfB_ufQEcRdHuJophde3A?authuser=0&hl=am&rclk=1
350,Dr. Juhász Péter Jumbó-Dent Kft.,,Gyori kapu 145,,,,https://www.google.com/maps/place/Dr.+Juh%C3%A1sz+P%C3%A9ter+Jumb%C3%B3-Dent+Kft./data=!4m7!3m6!1s0x47409fcb09faccab:0x821efb07b2a3dc62!8m2!3d48.1044172!4d20.7567361!16s%2Fg%2F1vysv9k6!19sChIJq8z6CcufQEcRYtyjsgf7HoI?authuser=0&hl=am&rclk=1
351,Front-Dent Kft. Miskolc - Fogászati anyagok és gépek szakbolt,,Tizeshonvéd u. 21b,+36 70 320 3595,,,https://www.google.com/maps/place/Front-Dent+Kft.+Miskolc+-+Fog%C3%A1szati+anyagok+%C3%A9s+g%C3%A9pek+szakbolt/data=!4m7!3m6!1s0x47409fe7f4903333:0x3d8d88ea2355b433!8m2!3d48.1045113!4d20.7673082!16s%2Fg%2F11gm5m302j!19sChIJMzOQ9OefQEcRM7RVI-qIjT0?authuser=0&hl=am&rclk=1
352,Dr. Zsákai Zsolt,,?,+36 70 226 2260,,,https://www.google.com/maps/place/Dr.+Zs%C3%A1kai+Zsolt/data=!4m7!3m6!1s0x47409fe4af153de3:0xcc8bd864e9749915!8m2!3d48.1083349!4d20.7865941!16s%2Fg%2F11fyx806s_!19sChIJ4z0Vr-SfQEcRFZl06WTYi8w?authuser=0&hl=am&rclk=1
353,Dental Club,,Déryné u. 20,,,,https://www.google.com/maps/place/Dental+Club/data=!4m7!3m6!1s0x47409ffb15055555:0xefbc57b651cad9a8!8m2!3d48.1041284!4d20.7845091!16s%2Fg%2F11hdy1_llj!19sChIJVVUFFfufQEcRqNnKUbZXvO8?authuser=0&hl=am&rclk=1
354,Dr. Bábás Géza,,?,,,,https://www.google.com/maps/place/Dr.+B%C3%A1b%C3%A1s+G%C3%A9za/data=!4m7!3m6!1s0x473f601b46728025:0x1c0503b233b28064!8m2!3d48.115837!4d20.790196!16s%2Fg%2F11bxc3tntn!19sChIJJYByRhtgP0cRZICyM7IDBRw?authuser=0&hl=am&rclk=1
355,Dicsofi Fogtechnika,,Szemere Bertalan u. 18,,,,https://www.google.com/maps/place/Dics%C5%91fi+Fogtechnika/data=!4m7!3m6!1s0x47409ff09fe37741:0x1a69d752c229e1f1!8m2!3d48.1004177!4d20.7849831!16s%2Fg%2F1thvrgjb!19sChIJQXfjn_CfQEcR8eEpwlLXaRo?authuser=0&hl=am&rclk=1
356,Apex-Dentál Kereskedelmi és Szolgáltató Bt.,,Bajcsy-Zsilinszky utca 28,+36 46 411 512,,,https://www.google.com/maps/place/Apex-Dent%C3%A1l+Kereskedelmi+%C3%A9s+Szolg%C3%A1ltat%C3%B3+Bt./data=!4m7!3m6!1s0x47409fff5e7d97ed:0xc8fa0d4037181f6d!8m2!3d48.101669!4d20.8033351!16s%2Fg%2F1hhw4kjj6!19sChIJ7Zd9Xv-fQEcRbR8YN0AN-sg?authuser=0&hl=am&rclk=1
357,Major minor optika,,?,+36 46 786 636,,,https://www.google.com/maps/place/Major+minor+optika/data=!4m7!3m6!1s0x47409ffb7249de1d:0x9e67a3d74a7f84c8!8m2!3d48.104275!4d20.785594!16s%2Fg%2F11b6hssnyg!19sChIJHd5JcvufQEcRyIR_StejZ54?authuser=0&hl=am&rclk=1
358,Gyermekfogászat,,?,,,,https://www.google.com/maps/place/Gyermekfog%C3%A1szat/data=!4m7!3m6!1s0x47409f62ffd85c67:0x31113472678a995!8m2!3d48.1017628!4d20.751594!16s%2Fg%2F11t2sl94zv!19sChIJZ1zY_2KfQEcRlal4JkcTEQM?authuser=0&hl=am&rclk=1
359,Dr. László Zsuzsanna,,Attila u. 5,,,,https://www.google.com/maps/place/Dr.+L%C3%A1szl%C3%B3+Zsuzsanna/data=!4m7!3m6!1s0x47409fe7c1d7295f:0x9667281d4d0323fa!8m2!3d48.1082925!4d20.7773257!16s%2Fg%2F11hyt06q1d!19sChIJXynXweefQEcR-iMDTR0oZ5Y?authuser=0&hl=am&rclk=1
360,Dental Professional Kft,,Aulich Lajos u. 13,,,,https://www.google.com/maps/place/Dental+Professional+Kft/data=!4m7!3m6!1s0x47409ff3ab80004b:0xd6001fd09334b5aa!8m2!3d48.093559!4d20.7788192!16s%2Fg%2F11h460r13l!19sChIJSwCAq_OfQEcRqrU0k9AfANY?authuser=0&hl=am&rclk=1
361,Szín-Optika Miskolc,,Rákóczi Ferenc u. 3,+36 70 386 5556,,,https://www.google.com/maps/place/Sz%C3%ADn-Optika+Miskolc/data=!4m7!3m6!1s0x47409fe5efb20e15:0xfb1c7ad9fce38829!8m2!3d48.102065!4d20.7817724!16s%2Fg%2F11h4nh3ygm!19sChIJFQ6y7-WfQEcRKYjj_Nl6HPs?authuser=0&hl=am&rclk=1
362,Ameri -Detal Kft.,,Semmelweis Ignác u. 2,,,,https://www.google.com/maps/place/Ameri+-Detal+Kft./data=!4m7!3m6!1s0x4740a01e0e744fd1:0xf5df19f0999ccb8d!8m2!3d48.0933282!4d20.7910557!16s%2Fg%2F1hhwp6x15!19sChIJ0U90Dh6gQEcRjcucmfAZ3_U?authuser=0&hl=am&rclk=1
363,Dr. Juhász Marianna,,Csabai kapu 27,+36 70 228 2131,,,https://www.google.com/maps/place/Dr.+Juh%C3%A1sz+Marianna/data=!4m7!3m6!1s0x4740a1c625479b95:0xaf951ff21e2b9dbc!8m2!3d48.0882367!4d20.7858746!16s%2Fg%2F11f9zn67z6!19sChIJlZtHJcahQEcRvJ0rHvIfla8?authuser=0&hl=am&rclk=1
364,"Dr. Görgényi Lászó Proktológus specialista - GMEDIC Kft., proktológiai szakrendelés és tanácsadás.",,Szentpáli u. 5. szám,+36 30 935 8274,,,"https://www.google.com/maps/place/Dr.+G%C3%B6rg%C3%A9nyi+L%C3%A1sz%C3%B3+Proktol%C3%B3gus+specialista+-+GMEDIC+Kft.,+proktol%C3%B3giai+szakrendel%C3%A9s+%C3%A9s+tan%C3%A1csad%C3%A1s./data=!4m7!3m6!1s0x47409ffbe6500001:0xb64e87d590ed4ca4!8m2!3d48.1036056!4d20.788985!16s%2Fg%2F11hf04bnsv!19sChIJAQBQ5vufQEcRpEztkNWHTrY?authuser=0&hl=am&rclk=1"
365,MAV Clinic,,?,+36 46 505 023,,,https://www.google.com/maps/place/MAV+Clinic/data=!4m7!3m6!1s0x4740a006e8cd9e43:0x74fe8ebc136f182b!8m2!3d48.1031409!4d20.8073219!16s%2Fg%2F11xwh8ng_!19sChIJQ57N6AagQEcRKxhvE7yO_nQ?authuser=0&hl=am&rclk=1
366,Residence Medical Miskolc,,Jókai Mór u. 4,+36 30 790 8880,,,https://www.google.com/maps/place/Residence+Medical+Miskolc/data=!4m7!3m6!1s0x47409f9e37a160c9:0xb9870b88fdf9f75!8m2!3d48.1069556!4d20.7816118!16s%2Fg%2F11y372_8gk!19sChIJyWChN56fQEcRdZ_fj7hwmAs?authuser=0&hl=am&rclk=1
367,Czina Zsuzsanna,,Aulich Lajos u. 8,,,,https://www.google.com/maps/place/Czina+Zsuzsanna/data=!4m7!3m6!1s0x47409ff17c4bffff:0xcce018a4125b80e7!8m2!3d48.0960646!4d20.7807123!16s%2Fg%2F11hdy224jw!19sChIJ__9LfPGfQEcR54BbEqQY4Mw?authuser=0&hl=am&rclk=1
368,Helio-D Kft.,,Szemere Bertalan u. 6,,,,https://www.google.com/maps/place/Helio-D+Kft./data=!4m7!3m6!1s0x47409ffa6919bed3:0x5c6c39923825c0fb!8m2!3d48.101242!4d20.785158!16s%2Fg%2F1td5dx8b!19sChIJ074ZafqfQEcR-8AlOJI5bFw?authuser=0&hl=am&rclk=1
369,B1 Medical,,Benke József u. 1,+36 70 399 5820,,,https://www.google.com/maps/place/B1+Medical/data=!4m7!3m6!1s0x97bcdbbb392859b:0x60543f78900035ed!8m2!3d48.0936114!4d20.7848363!16s%2Fg%2F11vrr8pcj3!19sChIJm4WSs7vNewkR7TUAkHg_VGA?authuser=0&hl=am&rclk=1
370,Palóczy Egészségház,,Deák Ferenc tér,Deák Ferenc tér,,,https://www.google.com/maps/place/Pal%C3%B3czy+Eg%C3%A9szs%C3%A9gh%C3%A1z/data=!4m7!3m6!1s0x47409fe4af192b3d:0x2f2062779c41ab69!8m2!3d48.105544!4d20.7825778!16s%2Fg%2F11gr4099b9!19sChIJPSsZr-SfQEcRaatBnHdiIC8?authuser=0&hl=am&rclk=1
371,Fogászat,,Attila u. 3,,,,https://www.google.com/maps/place/Fog%C3%A1szat/data=!4m7!3m6!1s0x47409fe1611c0001:0xfe3762439d4b45e8!8m2!3d48.1083427!4d20.7774934!16s%2Fg%2F11h_6pylgb!19sChIJAQAcYeGfQEcR6EVLnUNiN_4?authuser=0&hl=am&rclk=1
372,Envi-Dent Kft.,,Szemere Bertalan u. 1,,,,https://www.google.com/maps/place/Envi-Dent+Kft./data=!4m7!3m6!1s0x47409ffa438580d7:0x8e25aa23298dce4c!8m2!3d48.1017396!4d20.7857088!16s%2Fg%2F1hhxhl7_m!19sChIJ14CFQ_qfQEcRTM6NKSOqJY4?authuser=0&hl=am&rclk=1
373,Hornyák Csaba,,Kis-Hunyad u. 2,,,,https://www.google.com/maps/place/Horny%C3%A1k+Csaba/data=!4m7!3m6!1s0x47409fe4415f1a5d:0xc6c516aea507e62b!8m2!3d48.1052371!4d20.777853!16s%2Fg%2F11hyt0p90q!19sChIJXRpfQeSfQEcRK-YHpa4WxcY?authuser=0&hl=am&rclk=1
374,Gyermek Tüdogyógyász Miskolc. dr Szentgyörgyi Piroska. Pulmonológia magánrendelés,,?,,,,https://www.google.com/maps/place/Gyermek+T%C3%BCd%C5%91gy%C3%B3gy%C3%A1sz+Miskolc.+dr+Szentgy%C3%B6rgyi+Piroska.+Pulmonol%C3%B3gia+mag%C3%A1nrendel%C3%A9s/data=!4m7!3m6!1s0x47409f4bffbcab31:0xfc2d7e2a4f96389a!8m2!3d48.0896485!4d20.7861468!16s%2Fg%2F11g3k82c4f!19sChIJMau8_0ufQEcRmjiWTyp-Lfw?authuser=0&hl=am&rclk=1
375,Somodi fogorvosi rendelo,,Madarász Viktor u. 13,Madarász Viktor u. 13,,,https://www.google.com/maps/place/Somodi+fogorvosi+rendel%C5%91/data=!4m7!3m6!1s0x47409fc997cc30f9:0x36dc860fd0ebae50!8m2!3d48.1063706!4d20.7876879!16s%2Fg%2F11vbztr5q9!19sChIJ-TDMl8mfQEcRUK7r0A-G3DY?authuser=0&hl=am&rclk=1
376,Adamantin Kft.,,Csabai kapu 9,,,,https://www.google.com/maps/place/Adamantin+Kft./data=!4m7!3m6!1s0x47409ff5adcb2c65:0x39b1dd093f220dd6!8m2!3d48.0926557!4d20.7858967!16s%2Fg%2F1tlczz1n!19sChIJZSzLrfWfQEcR1g0iPwndsTk?authuser=0&hl=am&rclk=1
377,Fövényesi és Társa Bt.,,Bocskai István u. 28,,,,https://www.google.com/maps/place/F%C3%B6v%C3%A9nyesi+%C3%A9s+T%C3%A1rsa+Bt./data=!4m7!3m6!1s0x4740a01c502ea793:0x39a1076a459ccb0!8m2!3d48.0952182!4d20.7955424!16s%2Fg%2F1hhxpp5xg!19sChIJk6cuUBygQEcRsMxZpHYQmgM?authuser=0&hl=am&rclk=1
378,Dr. Margóczi Péter,,Meggyesalja u. 2,+36 20 430 1722,,,https://www.google.com/maps/place/Dr.+Marg%C3%B3czi+P%C3%A9ter/data=!4m7!3m6!1s0x47409f68c79da2a7:0x79d7f9da00f76976!8m2!3d48.1020439!4d20.776576!16s%2Fg%2F11q24krgll!19sChIJp6Kdx2ifQEcRdmn3ANr513k?authuser=0&hl=am&rclk=1
379,Waldhauser Optika,,Széchenyi istván út 68,+36 46 412 958,,,https://www.google.com/maps/place/Waldhauser+Optika/data=!4m7!3m6!1s0x47409ff963f95207:0x427344f04046130e!8m2!3d48.1024649!4d20.7887694!16s%2Fg%2F1tdl9hbz!19sChIJB1L5Y_mfQEcRDhNGQPBEc0I?authuser=0&hl=am&rclk=1
380,Dr. Bajzát Szilvia fogorvosi rendelo,,Széchenyi istván út 62-1/6,+36 46 343 432,,,https://www.google.com/maps/place/Dr.+Bajz%C3%A1t+Szilvia+fogorvosi+rendel%C5%91/data=!4m7!3m6!1s0x47409fa637f621ad:0x6ee602684f6a9d8a!8m2!3d48.1019154!4d20.787847!16s%2Fg%2F11y3__z7zy!19sChIJrSH2N6afQEcRip1qT2gC5m4?authuser=0&hl=am&rclk=1
381,Dr. Imre és Társa Bt.,,Báthori István u. 14,,,,https://www.google.com/maps/place/Dr.+Imre+%C3%A9s+T%C3%A1rsa+Bt./data=!4m7!3m6!1s0x47409fcfa4a982f1:0xb41f611455c51d10!8m2!3d48.1049831!4d20.7495532!16s%2Fg%2F11b6hylxtl!19sChIJ8YKppM-fQEcREB3FVRRhH7Q?authuser=0&hl=am&rclk=1
382,Maxilla Kft.,,Szemere Bertalan u. 18,,,,https://www.google.com/maps/place/Maxilla+Kft./data=!4m7!3m6!1s0x47409ffa75af15c7:0x71880e9882c01f96!8m2!3d48.1003735!4d20.78493!16s%2Fg%2F1hhw9t5mc!19sChIJxxWvdfqfQEcRlh_AgpgOiHE?authuser=0&hl=am&rclk=1
383,Min-Dent Bt.,,Tizeshonvéd u. 21,,,,https://www.google.com/maps/place/Min-Dent+Bt./data=!4m7!3m6!1s0x47409fdd4458166f:0xb1cea185b06277ba!8m2!3d48.104716!4d20.767962!16s%2Fg%2F1tf6fdst!19sChIJbxZYRN2fQEcRundisIWhzrE?authuser=0&hl=am&rclk=1
384,Ofotért,,?,+36 20 884 5933,,,https://www.google.com/maps/place/Ofot%C3%A9rt/data=!4m7!3m6!1s0x47409ff988e33797:0x102878bbdd467fc4!8m2!3d48.10128!4d20.78867!16s%2Fg%2F1tg4k4pt!19sChIJlzfjiPmfQEcRxH9G3bt4KBA?authuser=0&hl=am&rclk=1
385,Da-Med,,Erzsébet tér 4,,,,https://www.google.com/maps/place/Da-Med/data=!4m7!3m6!1s0x47409fe5425f72d3:0xa467b0845e569c2e!8m2!3d48.1021906!4d20.7790794!16s%2Fg%2F11fn6t31y8!19sChIJ03JfQuWfQEcRLpxWXoSwZ6Q?authuser=0&hl=am&rclk=1
386,Medaid Rendelo Miskolc,,Széchenyi istván út 58,+36 46 793 121,,,https://www.google.com/maps/place/Medaid+Rendel%C5%91+Miskolc/data=!4m7!3m6!1s0x47409fe58046b233:0xdc30f7bcba3f42ff!8m2!3d48.1023673!4d20.787373!16s%2Fg%2F1tczj7ll!19sChIJM7JGgOWfQEcR_0I_urz3MNw?authuser=0&hl=am&rclk=1
387,F & E Kft. Fogtechnika,,?,+36 46 431 904,,,https://www.google.com/maps/place/F+%26+E+Kft.+Fogtechnika/data=!4m7!3m6!1s0x4740a0207ddbb5e1:0x36f5e48b68d768a9!8m2!3d48.0873568!4d20.7859041!16s%2Fg%2F1tdx2xn4!19sChIJ4bXbfSCgQEcRqWjXaIvk9TY?authuser=0&hl=am&rclk=1
388,Fed-Dent Bt.,,Elso u. 10,+36 46 615 573,,,https://www.google.com/maps/place/Fed-Dent+Bt./data=!4m7!3m6!1s0x47409f26974d00ef:0xda51bf4b0d28252e!8m2!3d48.0998879!4d20.7306651!16s%2Fg%2F11qqsp51bg!19sChIJ7wBNlyafQEcRLiUoDUu_Udo?authuser=0&hl=am&rclk=1
389,Dr.Csépányi Adrien,,Gyori kapu 145,,,,https://www.google.com/maps/place/Dr.Cs%C3%A9p%C3%A1nyi+Adrien/data=!4m7!3m6!1s0x47409fcba7561ea3:0x5e44feee0296000f!8m2!3d48.1043853!4d20.7587207!16s%2Fg%2F113jgm3n5!19sChIJox5Wp8ufQEcRDwCWAu7-RF4?authuser=0&hl=am&rclk=1
390,DA-Med Borgyógyászat,,?,+36 70 771 6060,,,https://www.google.com/maps/place/DA-Med+B%C5%91rgy%C3%B3gy%C3%A1szat/data=!4m7!3m6!1s0x47409f22b6eee137:0xb3446ade10132c90!8m2!3d48.089799!4d20.7918279!16s%2Fg%2F11gwmblq4w!19sChIJN-HutiKfQEcRkCwTEN5qRLM?authuser=0&hl=am&rclk=1
391,Szilvássyné Dr. Árvai Eniko,,Csermely u. 21,,,,https://www.google.com/maps/place/Szilv%C3%A1ssyn%C3%A9+Dr.+%C3%81rvai+Enik%C5%91/data=!4m7!3m6!1s0x473f601fd2f92f03:0x5af1aef09445218d!8m2!3d48.1125304!4d20.7769377!16s%2Fg%2F113h7w3zl!19sChIJAy_50h9gP0cRjSFFlPCu8Vo?authuser=0&hl=am&rclk=1
392,"Orvosi Rendelok, Orvosi Ügyeletek",,?,,,,"https://www.google.com/maps/place/Orvosi+Rendel%C5%91k,+Orvosi+%C3%9Cgyeletek/data=!4m7!3m6!1s0x4740a01135b79f3f:0xe0a61aec9f728dc4!8m2!3d48.0916383!4d20.8131602!16s%2Fg%2F1tk_n12g!19sChIJP5-3NRGgQEcRxI1yn-wapuA?authuser=0&hl=am&rclk=1"
393,Dental Works Laboratory Kft,,Csabai kapu 21,,,,https://www.google.com/maps/place/Dental+Works+Laboratory+Kft/data=!4m7!3m6!1s0x47409fd8a02902d5:0xf57ac488ab56a933!8m2!3d48.0889425!4d20.7859127!16s%2Fg%2F11txgx5xm8!19sChIJ1QIpoNifQEcRM6lWq4jEevU?authuser=0&hl=am&rclk=1
394,Ofotért,,Széchenyi istván út 48,+36 46 504 142,,,https://www.google.com/maps/place/Ofot%C3%A9rt/data=!4m7!3m6!1s0x47409ffa5268f5e3:0x45c02b274cfaf437!8m2!3d48.1022222!4d20.7858333!16s%2Fg%2F11d_8gm0g_!19sChIJ4_VoUvqfQEcRN_T6TCcrwEU?authuser=0&hl=am&rclk=1
395,Dr. Bakos Ilona Érsebész,,Szemere Bertalan u. 6,,,,https://www.google.com/maps/place/Dr.+Bakos+Ilona+%C3%89rseb%C3%A9sz/data=!4m7!3m6!1s0x47409ffa68c626e5:0xc66d248c71c074ac!8m2!3d48.1013543!4d20.7852657!16s%2Fg%2F11b6hrtch5!19sChIJ5SbGaPqfQEcRrHTAcYwkbcY?authuser=0&hl=am&rclk=1
396,Geers Halláscentrum,,?,+36 46 530 376,,,https://www.google.com/maps/place/Geers+Hall%C3%A1scentrum/data=!4m7!3m6!1s0x47409fb336174175:0x8c1ad3ca22627fc4!8m2!3d48.0921269!4d20.788239!16s%2Fg%2F1pt_81y_0!19sChIJdUEXNrOfQEcRxH9iIsrTGow?authuser=0&hl=am&rclk=1
397,FG Dental Dental and Oral Surgery Center,,?,+36 30 215 9907,,,https://www.google.com/maps/place/FG+Dental+Dental+and+Oral+Surgery+Center/data=!4m7!3m6!1s0x4742b19fa5419aeb:0x7d6849bb6770f3bf!8m2!3d46.0746842!4d18.2287005!16s%2Fg%2F1tfz8zmc!19sChIJ65pBpZ-xQkcRv_NwZ7tJaH0?authuser=0&hl=am&rclk=1
398,Fogorvos Pécs - Tündental Fogászat és Szájsebészet,,?,+36 72 410 666,,,https://www.google.com/maps/place/Fogorvos+P%C3%A9cs+-+T%C3%BCndental+Fog%C3%A1szat+%C3%A9s+Sz%C3%A1jseb%C3%A9szet/data=!4m7!3m6!1s0x4742b3cbb7bf38b9:0xd95e6a18d56abebe!8m2!3d46.0417674!4d18.2156705!16s%2Fg%2F1w04hws7!19sChIJuTi_t8uzQkcRvr5q1RhqXtk?authuser=0&hl=am&rclk=1
399,Ti-Dent Fogorvosi Rendelo,,?,+36 30 513 3767,,,https://www.google.com/maps/place/Ti-Dent+Fogorvosi+Rendel%C5%91/data=!4m7!3m6!1s0x4742b1a2acd7a10b:0x10abaf907c885012!8m2!3d46.0774936!4d18.2206875!16s%2Fg%2F11b6hyg1ry!19sChIJC6HXrKKxQkcRElCIfJCvqxA?authuser=0&hl=am&rclk=1
400,FK/Dental,,?,+36 30 660 5967,,,https://www.google.com/maps/place/FK%2FDental/data=!4m7!3m6!1s0x4742b19897c43e51:0x898301193a18b6c1!8m2!3d46.0752772!4d18.2245285!16s%2Fg%2F11fxy0zsg9!19sChIJUT7El5ixQkcRwbYYOhkBg4k?authuser=0&hl=am&rclk=1
401,Millennium Dental - Fogászat és Szájsebészet,,Zsinkó István u. 9,+36 30 620 3911,,,https://www.google.com/maps/place/Millennium+Dental+-+Fog%C3%A1szat+%C3%A9s+Sz%C3%A1jseb%C3%A9szet/data=!4m7!3m6!1s0x4742b1326ef44b4b:0x526b00c6b2d51cb5!8m2!3d46.0735862!4d18.2355333!16s%2Fg%2F11shnrh1s8!19sChIJS0v0bjKxQkcRtRzVssYAa1I?authuser=0&hl=am&rclk=1
402,Park Dental Fogászati és Szájsebészeti rendelo,,?,+36 20 777 7302,,,https://www.google.com/maps/place/Park+Dental+Fog%C3%A1szati+%C3%A9s+Sz%C3%A1jseb%C3%A9szeti+rendel%C5%91/data=!4m7!3m6!1s0x4742b1a5e6697ac5:0x700562c4e4f12c76!8m2!3d46.072609!4d18.2137548!16s%2Fg%2F11hd72smjh!19sChIJxXpp5qWxQkcRdizx5MRiBXA?authuser=0&hl=am&rclk=1
403,MG Dental Fogászat és Szájsebészet,,Táncsics Mihály u. 26,,,,https://www.google.com/maps/place/MG+Dental+Fog%C3%A1szat+%C3%A9s+Sz%C3%A1jseb%C3%A9szet/data=!4m7!3m6!1s0x6cc3602923a882d9:0x977cc932fb5760fc!8m2!3d46.0576675!4d18.2289624!16s%2Fg%2F11v66q5gcw!19sChIJ2YKoIylgw2wR_GBX-zLJfJc?authuser=0&hl=am&rclk=1
404,Dental Art Pécs,,Pécs Király u. 66/B lph. 1emelet 106 ajtó,Pécs Király u. 66/B lph. 1emelet 106 ajtó,,,https://www.google.com/maps/place/Dental+Art+P%C3%A9cs/data=!4m7!3m6!1s0x4742b1c3bdcc819f:0x55fef66e45f09710!8m2!3d46.0770041!4d18.2384652!16s%2Fg%2F11gjt811cg!19sChIJn4HMvcOxQkcREJfwRW72_lU?authuser=0&hl=am&rclk=1
405,Novum Dental Fogászat és Szájsebészet,,?,+36 30 296 7272,,,https://www.google.com/maps/place/Novum+Dental+Fog%C3%A1szat+%C3%A9s+Sz%C3%A1jseb%C3%A9szet/data=!4m7!3m6!1s0x4742b197025e7153:0x7f0d980d07eedeac!8m2!3d46.074606!4d18.2154316!16s%2Fg%2F11hbv6_vf2!19sChIJU3FeApexQkcRrN7uBw2YDX8?authuser=0&hl=am&rclk=1
406,EuroDental,,?,+36 30 204 6065,,,https://www.google.com/maps/place/EuroDental/data=!4m7!3m6!1s0x4742b22d6d447369:0x90d57d9c4a450b5d!8m2!3d46.0493553!4d18.2137482!16s%2Fg%2F11c1x8zf75!19sChIJaXNEbS2yQkcRXQtFSpx91ZA?authuser=0&hl=am&rclk=1
407,Dental and Oral Surgery Clinic DENTADEL ltd.,,?,,,,https://www.google.com/maps/place/Dental+and+Oral+Surgery+Clinic+DENTADEL+ltd./data=!4m7!3m6!1s0x4742b184baaa6cf3:0x584413b57da1b279!8m2!3d46.066217!4d18.21989!16s%2Fg%2F1tcxylsd!19sChIJ82yquoSxQkcRebKhfbUTRFg?authuser=0&hl=am&rclk=1
408,3T Dental,,?,+36 72 233 200,,,https://www.google.com/maps/place/3T+Dental/data=!4m7!3m6!1s0x4742b19e873ac967:0x4cce25a32ad1e4d9!8m2!3d46.070507!4d18.2267176!16s%2Fg%2F1tdlt1bv!19sChIJZ8k6h56xQkcR2eTRKqMlzkw?authuser=0&hl=am&rclk=1
409,AB-Dental Fogorvosi és Szájsebészeti Centrum Pécs,,Hungária u. 53/1,+36 72 213 507,,,https://www.google.com/maps/place/AB-Dental+Fogorvosi+%C3%A9s+Sz%C3%A1jseb%C3%A9szeti+Centrum+P%C3%A9cs/data=!4m7!3m6!1s0x4742b196b8804a11:0x504c3ffbf5d5b77b!8m2!3d46.0735791!4d18.2136758!16s%2Fg%2F1tgdb59l!19sChIJEUqAuJaxQkcRe7fV9fs_TFA?authuser=0&hl=am&rclk=1
410,Li-Za Dental Kft.,,?,,,,https://www.google.com/maps/place/Li-Za+Dental+Kft./data=!4m7!3m6!1s0x4742b19042c060ed:0x64f283e3478c5069!8m2!3d46.0695943!4d18.2137307!16s%2Fg%2F11cn8t9655!19sChIJ7WDAQpCxQkcRaVCMR-OD8mQ?authuser=0&hl=am&rclk=1
411,Dr. Vas Eurodental Kft.,,?,+36 72 435 720,,,https://www.google.com/maps/place/Dr.+Vas+Eurodental+Kft./data=!4m7!3m6!1s0x4742b22d0b8b64f1:0x4e31ad365099b2e0!8m2!3d46.0498732!4d18.2135448!16s%2Fg%2F1t_hxs3x!19sChIJ8WSLCy2yQkcR4LKZUDatMU4?authuser=0&hl=am&rclk=1
412,Dr. Fekecs Gergo fogszakorvos dentoalveolaris sebész,,?,+36 30 215 9907,,,https://www.google.com/maps/place/Dr.+Fekecs+Gerg%C5%91+fogszakorvos+dentoalveolaris+seb%C3%A9sz/data=!4m7!3m6!1s0x4742b19fa572d529:0x947114bf84245415!8m2!3d46.074686!4d18.2286701!16s%2Fg%2F1tj44pjz!19sChIJKdVypZ-xQkcRFVQkhL8UcZQ?authuser=0&hl=am&rclk=1
